date_time,city_area,state,country,ufo_shape,encounter_length,description,date_documented,latitude,longitude,time,weekday,month
2011-12-09 17:50:00,decatur,il,us,sphere,900.0,Very bright glowing object in the sky&#44 then vanishes.,12/12/2011,39.8402778,-88.9547222,17:50,Friday,December
2010-05-31 01:00:00,mundelein,il,us,unknown,120.0,Around 1:15 a.m. I witness a bright light over some clouds.  At first looked like lightning but then it happen again same place or dist,6/3/2010,42.2630556,-88.0038889,01:00,Monday,May
2011-02-13 20:00:00,san bernardino,ca,us,fireball,900.0,Five amber red balls.  3 disappear and 2 combine into one over San bernardino ca.,2/18/2011,34.1083333,-117.2888889,20:00,Sunday,February
2004-03-09 20:00:00,tom,ok,us,oval,6300.0,It bobbed from side to side and up and down in lazy swooping motions that seemed surreal.  ((NUFORC Note:  Celestial body??  PD)),3/17/2004,33.7358333,-94.5727778,20:00,Tuesday,March
2008-06-23 23:30:00,holt,mo,us,unknown,300.0,Red and white alternate blinking lights&#44 erratic trajectory&#44 high in the sky,7/5/2008,39.4527778,-94.3419444,23:30,Monday,June
1982-12-25 01:45:00,kansas city,mo,us,circle,2400.0,It came upon a light&#44on christmas morn.,11/20/2001,39.0997222,-94.5783333,01:45,Saturday,December
2005-09-29 04:07:00,reno,nv,us,chevron,10.0,Dimly lighted chevron object moving quickly over NW Reno.,10/11/2005,39.5297222,-119.8127778,04:07,Thursday,September
2009-04-25 21:10:00,columbia,mo,us,oval,2700.0,Three bright lights illuminating from behind clouds darting in irregular patterns at very high speed... also hovering and circling.,5/12/2009,38.9516667,-92.3338889,21:10,Saturday,April
2007-03-11 04:25:00,north hollywood (san fernando valley),ca,us,sphere,73800.0,there was a glowin sphere which is still visible right now that is still swayin back and forth in the distance,4/27/2007,34.1722222,-118.3780556,04:25,Sunday,March
1996-12-15 23:00:00,bartlett,tn,us,other,5.0,On a December night&#441996&#44 I saw a cresent shaped U.F.O. >>>>>>>>   ) It was almost as bright as the moon but not as bright. I was looki,8/5/2001,35.2044444,-89.8738889,23:00,Sunday,December
2004-05-14 02:55:00,san diego,ca,us,triangle,45.0,I was sitting on the patio in Point Loma (in San Diego&#44 Ca) Friday&#44 May 14th&#44 2004&#44 looking up at the Big Dipper when I saw three red a,6/4/2004,32.7152778,-117.1563889,02:55,Friday,May
1998-10-16 11:40:00,sacramento,ca,us,triangle,300.0,observed v shaped object with lights and no noise in the sky traveling slowly at night,10/31/2008,38.5816667,-121.4933333,11:40,Friday,October
2005-10-31 21:00:00,greensboro,nc,us,flash,15.0,Driving north on rt. 220 towards Va. Approx. 9 p.m. the sky entirely lit up  in a blue/turquiose color and deminished as fast as it app,11/3/2005,36.0725,-79.7922222,21:00,Monday,October
2002-07-24 10:00:00,pauls valley,ok,us,diamond,300.0,Diamond shaped craft seen during the day.,12/23/2002,34.74,-97.2219444,10:00,Wednesday,July
1982-05-15 04:30:00,tullahoma,tn,us,oval,900.0,Reddish orange oval object that hovered over and dipped in front of my car during the 15 minute drive into town,4/27/2007,35.3619444,-86.2094444,04:30,Saturday,May
2004-05-07 15:35:00,pompano beach,fl,us,triangle,480.0,Pompano/Ft .Lauderdale Beach Triangle craft disappears&#33,5/10/2004,26.2375,-80.125,15:35,Friday,May
2000-11-12 09:00:00,jackson,tn,us,triangle,30.0,Sitting on my back porch smoking I saw this thing floating across the sky going north to south with no sound.It had 5 large lights that,11/21/2010,35.6144444,-88.8138889,09:00,Sunday,November
1978-07-16 21:00:00,centereach,ny,us,disk,240.0,Centereach&#44 Long Island&#44 NY&#44 1977 or 1978&#44 Red disk shaped object hovering in Northern direction,7/16/2003,40.8583333,-73.1,21:00,Sunday,July
2009-01-18 00:50:00,canton,tx,us,other,52.0,Boomerang shape over Canton&#44 TX,3/19/2009,32.5563889,-95.8630556,00:50,Sunday,January
2002-12-08 17:30:00,green bay,wi,us,triangle,60.0,Triangular Pattern of lights over Lambeau Field 12/8/02,12/23/2002,44.5191667,-88.0197222,17:30,Sunday,December
1999-01-04 20:00:00,longview,tx,us,circle,10800.0,Saw two &quot;hovering&quot; objects in the sky that had different colored lights on them.,2/16/1999,32.5005556,-94.7402778,20:00,Monday,January
2011-08-25 20:50:00,curlew,wa,us,light,30.0,Bright wobbly light seen descending in the sky just after dusk.,10/10/2011,48.8855556,-118.5983333,20:50,Thursday,August
2011-01-06 18:43:00,dayton,va,us,unknown,15.0,Large meteor passes earth,1/12/2012,38.4147222,-78.9388889,18:43,Thursday,January
2007-03-25 22:45:00,southgate,mi,us,triangle,12.0,UFO with one orange light followed by 2 red lights,4/27/2007,42.2138889,-83.1938889,22:45,Sunday,March
1986-07-15 11:00:00,lake elsinore,ca,us,disk,300.0,craft sighted over elsinore with multi-lights and no sound,10/15/2002,33.6680556,-117.3263889,11:00,Tuesday,July
1999-11-02 20:25:00,duncan,ok,us,other,4.0,Looking high into the eastern sky&#44 I saw an &quot;arc&quot; of dim orange lights gliding silently from the north&#44 and curve towards the southeast,11/9/1999,34.5022222,-97.9575,20:25,Tuesday,November
2011-11-10 21:00:00,stockbridge,ga,us,formation,600.0,Three lights in triangular formation hovering then darting with one return.,12/12/2011,33.5441667,-84.2338889,21:00,Thursday,November
1998-03-07 19:30:00,bonita springs (in the east as seen from),fl,us,other,15.0,rocket plumes&#44apparently rising into the sky in the east,3/19/2002,26.3394444,-81.7788889,19:30,Saturday,March
2010-07-04 19:00:00,russellville,ar,us,light,780.0,bright orange glow that moved across the tree line for 10 minutes,1/5/2011,35.2783333,-93.1336111,19:00,Sunday,July
2013-11-03 20:00:00,flagstaff,az,us,changing,1200.0,Shape in sky disappearing and reappearing.,11/11/2013,35.1980556,-111.6505556,20:00,Sunday,November
2006-04-15 21:00:00,reading,pa,us,triangle,60.0,Bright triangle shaped object flies over gas station.,7/16/2006,40.3355556,-75.9272222,21:00,Saturday,April
2006-11-18 22:52:00,nichols,fl,us,unknown,900.0,Watching for Leonid meteors in eastern sky&#44 observed bright multi-colored object travelling in a south to north arc.,12/7/2006,27.89,-82.0316667,22:52,Saturday,November
1994-07-14 08:00:00,havelock,nc,us,unknown,30.0,all in all i  saw a gray/silver ship that i could only see a triangleish part of.,7/16/2003,34.8788889,-76.9016667,08:00,Thursday,July
2010-03-27 23:00:00,los angeles,ca,us,unknown,45.0,A group of lights (10 to 13) moved from southwest to west direction and faded away in the distance.,4/13/2010,34.0522222,-118.2427778,23:00,Saturday,March
2012-04-21 00:00:00,littleton,co,us,other,240.0,Unknown hellicoptor type object chasing bright light.,5/13/2012,39.6133333,-105.0161111,24:00,Saturday,April
2006-01-03 05:45:00,la quinta,ca,us,light,240.0,Abnormally bright object moved across the night sky at very low altitude in a slow&#44 momentumless &quot;surging&quot; fashion.,2/14/2006,33.6633333,-116.3091667,05:45,Tuesday,January
1998-12-16 20:53:00,conroe,tx,us,light,7.0,Fast point of light (no tail) decending rapidly towards the earth at a down angle of ~45 degrees of 45 degrees,1/28/1999,30.3116667,-95.4558333,20:53,Wednesday,December
2012-03-08 19:00:00,penn laird,va,us,diamond,240.0,Bright diamond shape object in the sky.,3/13/2012,38.3855556,-78.8027778,19:00,Thursday,March
1999-09-14 21:45:00,bryan,tx,us,triangle,15.0,Moving northwest to southeast&#44 silently moving triangle shape. Blocked stars from view as if it were a triangular shadow moving across,10/2/1999,30.6741667,-96.3697222,21:45,Tuesday,September
2003-08-02 22:52:00,tioga,nd,us,disk,120.0,5 of us saw it on top of a roof&#44 looks like a star and moves faster than an airplane....then vanishes.,8/4/2003,48.3972222,-102.9377778,22:52,Saturday,August
2008-05-04 22:00:00,dallas,tx,us,diamond,30.0,I walked out on my porch to look through my new telescope. As I was putting it together I looked up to see where the moon was so I coul,6/12/2008,32.7833333,-96.8,22:00,Sunday,May
2005-09-15 09:10:00,annapolis,md,us,disk,4.0,UFO SIGHTED IN ANNAPOLIS OVER WEST ST.,10/11/2005,38.9783333,-76.4925,09:10,Thursday,September
2011-07-12 03:00:00,cocoa,fl,us,light,300.0,Moving Light Flash in the Northern Sky,7/17/2011,28.3858333,-80.7422222,03:00,Tuesday,July
1995-06-15 21:00:00,miami,fl,us,light,900.0,Arizona lights...over Miami?,6/18/2004,25.7738889,-80.1938889,21:00,Thursday,June
2006-02-16 00:42:00,shreveport (20 miles off),la,us,light,10.0,A big triangle of light.,5/15/2006,32.525,-93.75,00:42,Thursday,February
2004-11-06 18:57:00,moravia,tx,us,light,60.0,Rapidly moving object.,12/3/2004,29.5894444,-96.9847222,18:57,Saturday,November
2012-10-26 20:00:00,woolwich,me,us,circle,120.0,Bright light going across the sky then just disappeared,10/30/2012,43.9186111,-69.8016667,20:00,Friday,October
2008-10-16 23:00:00,murrells inlet,sc,us,fireball,420.0,Orange lights in the sky hover over the SC coast near Myrtle Beach.,10/31/2008,33.5508333,-79.0416667,23:00,Thursday,October
2013-09-23 02:00:00,alden,il,us,unknown,420.0,Auditory phenomena of unknown origin repeated at same time at two week interval.,10/14/2013,42.4588889,-88.5177778,02:00,Monday,September
2004-07-05 10:00:00,tipton,pa,us,unknown,30.0,I observed a white dot in motion for one minute that was not an aircaft.,7/8/2004,40.6358333,-78.2961111,10:00,Monday,July
2002-10-01 07:30:00,kingston,ny,us,cigar,600.0,nys thruway heading nrth between exit 19 and 20 cigar shaped &#44reflective or silver in color &#44 incredable fast no sound .,3/4/2008,41.9269444,-73.9977778,07:30,Tuesday,October
2008-10-08 18:00:00,o&#39fallon,mo,us,sphere,2700.0,Very fast white spheroid objects followed by stealths.,10/31/2008,38.8105556,-90.6997222,18:00,Wednesday,October
2010-01-07 19:34:00,west boylston,ma,us,light,1.0,Bright Florissant-green&#44 circular light arching downward with a trail of the same color.  ((NUFORC Note:  Possible meteor?  PD)),2/14/2010,42.3916667,-71.7041667,19:34,Thursday,January
2012-01-15 18:00:00,mesa,az,us,rectangle,240.0,Yellowish/orange sphere seen by Wife and Myself.,1/24/2012,33.4222222,-111.8219444,18:00,Sunday,January
2012-07-10 00:00:00,spring grove,mn,us,circle,7.0,Bright light over South East Minnesota.,8/5/2012,43.5611111,-91.6358333,00:00,Tuesday,July
2003-08-31 00:11:00,montebello,ca,us,fireball,20.0,on sunday the 24th of august at 00:14hrs we witnessed a bright red spot in the sky as red as a stop light. It looked like a star.we all,9/4/2003,34.0094444,-118.1044444,00:11,Sunday,August
1978-07-01 01:00:00,memphis,tn,us,triangle,2700.0,2 huge triangle shaped objects&#44 low to the ground moving very slow. we follow them for several miles before they vanish.,11/17/1999,35.1494444,-90.0488889,01:00,Saturday,July
2013-07-24 21:40:00,captiva,fl,us,light,15.0,Fifth sighting of amber UFO&#39s at same location in 4 weeks&#44,8/30/2013,26.5216667,-82.1894444,21:40,Wednesday,July
2006-03-17 01:40:00,huntington beach,ca,us,cross,180.0,Cross shaped formation of lights dropping red flair light projectiles,5/15/2006,33.6602778,-117.9983333,01:40,Friday,March
2011-04-21 10:00:00,fort bragg,ca,us,fireball,120.0,A red dot a little bigger than a star appeared in the southern sky moved in a strange way&#44 then changed directions a few times. after o,5/2/2011,39.4458333,-123.8041667,10:00,Thursday,April
1974-08-15 20:00:00,redondo,wa,us,disk,600.0,Silent disc floated over hill&#44 stopped over pier restaurant&#44 circumfrances lights lit&#44 rotated for approximately 10 minutes.,11/26/2003,47.3486111,-122.3222222,20:00,Thursday,August
1999-02-12 04:55:00,palmyra,mo,us,sphere,10.0,Bright green sphere with red trail,4/2/1999,39.7941667,-91.5230556,04:55,Friday,February
2004-07-16 01:00:00,maple grove,mn,us,disk,14400.0,Craft FLEW IN FROM THE EAST AT A HIGH RATE OF SPEED AND STOPED INSTANTLY AND HUVERED FOR FOUR HOURS,7/25/2004,45.0725,-93.4555556,01:00,Friday,July
1999-07-13 03:15:00,livingston,il,us,sphere,120.0,While driving on I-55 near Livingston&#44 Il saw bright light in sky&#44 much larger than the stars,8/10/1999,38.9675,-89.7638889,03:15,Tuesday,July
2004-03-24 21:30:00,middleton,tn,us,other,300.0,this &quot;craft&quot; was like nothing i ever seen&#44 soundless&#44 lots of bright multi colored lights......,3/28/2004,35.0644444,-88.8908333,21:30,Wednesday,March
1970-06-01 17:00:00,fulton,ny,us,circle,300.0,Clear round sphere&#39s about the size of a soccer ball or larger floated slowly by,7/4/2012,43.3227778,-76.4175,17:00,Monday,June
2007-04-16 13:00:00,hoffman estates (8 mi. nw of o&#39hare airport),il,us,formation,60.0,Strange Shaped Rectangle Object Sighted 8 Miles NW of O&#39Hare International Airport,4/27/2007,42.0427778,-88.0797222,13:00,Monday,April
2004-03-23 22:47:00,porterville,ca,us,circle,20.0,3  white dim cicular fast moveing crafts no sound  moved like nothing i have never seen before,3/28/2004,36.0652778,-119.0158333,22:47,Tuesday,March
2012-05-21 21:20:00,paradise valley,az,us,circle,10.0,4 UFOs heading West orange glow moving in formation,6/5/2012,33.5311111,-111.9419444,21:20,Monday,May
2009-01-11 19:30:00,naples,fl,us,other,120.0,Two pulsing red/white orbs in the full moon night sky around 7:30 Sunday evening&#44 Jan 11&#44 2009.,3/19/2009,26.1416667,-81.795,19:30,Sunday,January
1999-08-20 21:30:00,granville,oh,us,disk,1200.0,hopping&#44 disk shaped opject that made no sound and had colored flashing lights that changed color.,2/22/2005,40.0680556,-82.5197222,21:30,Friday,August
2011-09-28 21:00:00,yachats (south of),or,us,other,300.0,Low-flying&#44 arrow-shaped craft with unblinking white-yellow lights and one red blinking light,10/10/2011,44.3113889,-124.1036111,21:00,Wednesday,September
2002-11-09 01:20:00,miami,fl,us,rectangle,15.0,I was lying on a car hood&#44 feet facing east&#44 looking upward at the sky.The sky was crystal clear and darker than usual because the moon,3/21/2003,25.7738889,-80.1938889,01:20,Saturday,November
2001-05-26 17:00:00,parkersburg,wv,us,other,120.0,Four huge lights flying at me 150 feet off the ground...,5/15/2006,39.2666667,-81.5616667,17:00,Saturday,May
2013-11-22 21:22:00,pemberton,nj,us,unknown,30.0,Bright red spheres flying in formation over Pemberton&#44  N.J.&#44 Burlington County.,12/2/2013,39.9719444,-74.6833333,21:22,Friday,November
2013-08-29 21:00:00,salt lake city,ut,us,light,900.0,I was on my deck with my husband. A bright object appeared in the western sky &#44 in front of the clouds.  It was there for 3 minutes and,8/30/2013,40.7608333,-111.8902778,21:00,Thursday,August
2009-02-15 21:00:00,spring,tx,us,light,900.0,UFO in Texas&#44 Strange &quot;star like&quot; light in the sky .,3/19/2009,30.0797222,-95.4169444,21:00,Sunday,February
2002-10-07 18:45:00,rome,ny,us,light,600.0,Bright lights - erratic movement over Rome NY,10/15/2002,43.2127778,-75.4561111,18:45,Monday,October
2004-11-29 23:47:00,tucson,az,us,disk,180.0,there were 3 disks hovering in the sky flying in formations that i have nere seen before they hovered in the air then they started to c,12/3/2004,32.2216667,-110.9258333,23:47,Monday,November
1991-08-22 22:30:00,asheville,nc,us,oval,300.0,Yellow/Redish colored UFO on the Blue Ridge Parkway in Asheville&#44NC.,10/11/2005,35.6008333,-82.5541667,22:30,Thursday,August
2012-06-23 22:30:00,north royalton,oh,us,fireball,600.0,Firelight in the sky&#44 approaching very fast then flaming out.,7/4/2012,41.3136111,-81.7247222,22:30,Saturday,June
2011-12-02 23:00:00,medford,or,us,circle,600.0,Orange glowing orb seen by 3 adults,12/12/2011,42.3266667,-122.8744444,23:00,Friday,December
2006-11-01 20:00:00,adrian,mi,us,triangle,180.0,The strangest thing that grabbed my attention&#44 was that as it flew overhead&#44 I could see up into it.  Like it had a glass bottom and I,12/7/2006,41.8975,-84.0372222,20:00,Wednesday,November
1993-08-15 22:00:00,menifee,ca,us,disk,300.0,Saucer in California with Red&#44 White&#44 and Blue lights seen when driving,5/24/2005,33.7283333,-117.1455556,22:00,Sunday,August
1996-03-30 10:00:00,anderson,ca,us,cross,1800.0,airplane 200 ft altitude&#44 about 40-50 ft width&#44 60 ft length&#44 motionless for 20 minutes&#44 then turned slowly and moved forward ne about,4/2/1999,40.4483333,-122.2966667,10:00,Saturday,March
1996-06-01 22:45:00,concord,ca,us,light,10.0,Man sees solid&#44 red &quot;satellite&quot; moving E to W.  Obj. suddenly joined by 2nd obj.&#44 then 3rd.  All turn south&#44 2x wink out&#44 3rd goes N.,11/2/1999,37.9780556,-122.03,22:45,Saturday,June
2011-09-12 04:38:00,la vista,ne,us,light,240.0,Observed: Bright white light&#44 about 2-3 times brighter/bigger than the brightest star at night. stationary&#44 then moved&#44 then vanished,10/10/2011,41.1838889,-96.0308333,04:38,Monday,September
1984-08-15 23:00:00,brewster,ny,us,chevron,1200.0,Astoundingly wide Chevron or &quot;flying V&quot; with 7-9 piercing white lights that fade to red as it goes behind trees. Moves slow &amp; quiet.,4/27/2003,41.3972222,-73.6175,23:00,Wednesday,August
2003-11-16 19:30:00,st. petersburg,fl,us,circle,60.0,Circular object flying overhead,11/26/2003,27.7705556,-82.6794444,19:30,Sunday,November
